Date,kdjj_9
2012-10-16,90.0914730199
2012-10-17,69.3805845093
2012-10-18,53.251884683
2012-10-21,45.9365623935
2012-10-22,40.7040882084
2012-10-23,44.2520547303
2012-10-24,44.3079229568
2012-10-25,52.8603565057
2012-10-29,52.0611515916
2012-10-30,63.806106658
2012-10-31,65.7095436423
2012-11-01,64.1267071617
2012-11-02,66.4584624043
2012-11-05,65.3495102751
2012-11-06,76.0837462563
2012-11-07,68.932644358
2012-11-08,73.0746525912
2012-11-09,60.4579835591
2012-11-12,64.7788807141
2012-11-13,70.9833978532
2012-11-14,80.4695498952
2012-11-15,91.0700622882
2012-11-16,90.3973796726
2012-11-19,89.2492619468
2012-11-20,81.1078589291
2012-11-21,78.8215041305
2012-11-22,91.5631739572
2012-11-23,90.6838274271
2012-11-26,64.9906884733
2012-11-27,50.0066442457
2012-11-28,43.8478651146
2012-11-29,50.449515802
2012-11-30,59.5493541266
2012-12-03,83.1254669051
2012-12-04,80.962984021
2012-12-05,78.5805513344
2012-12-06,48.1782212325
2012-12-07,21.1072704086
2012-12-10,6.67588438684
2012-12-11,8.29756618915
2012-12-12,10.524533737
2012-12-13,8.60323143104
2012-12-14,28.2343061732
2012-12-17,41.4381619175
2012-12-18,72.4267035415
2012-12-19,76.5826112269
2012-12-20,57.6879116665
2012-12-21,47.5532299699
2012-12-24,26.1012433355
2012-12-25,39.1350536991
2012-12-26,52.1082106887
2012-12-27,37.2080141572
2012-12-28,24.2307278955
2012-12-31,26.1314431376
2013-01-01,35.163904104
2013-01-02,34.0515147876
2013-01-03,33.6666838912
2013-01-04,38.9891018852
2013-01-07,29.6947730606
2013-01-08,38.5994405318
2013-01-09,65.3674549435
2013-01-10,89.8109499761
2013-01-11,69.4252574434
2013-01-14,64.2327102241
2013-01-15,67.0874259352
2013-01-16,18.5316596659
2013-01-17,60.4452703563
2013-01-18,75.1668159614
2013-01-21,61.677269486
2013-01-22,72.6036191918
2013-01-23,79.3839063502
2013-01-24,67.6162851225
2013-01-25,43.8430453343
2013-01-28,46.9008508095
2013-01-29,27.72763383
2013-01-30,11.2032646974
2013-01-31,12.8256195706
2013-02-01,17.2327084508
2013-02-04,16.7407215239
2013-02-05,29.1396456484
2013-02-06,24.5998703084
2013-02-07,29.5207642494
2013-02-08,39.5141423652
2013-02-11,53.4392543573
2013-02-12,61.4079107342
2013-02-13,61.8759438245
2013-02-14,54.7377111413
2013-02-15,39.6920685616
2013-02-18,47.5921441496
2013-02-19,43.3461370363
2013-02-20,46.7605659311
2013-02-21,57.2709688881
2013-02-22,84.3864061795
2013-02-25,91.7226909015
2013-02-26,104.149810273
2013-02-27,102.666699587
2013-02-28,89.036651044
2013-03-01,85.9689423718
2013-03-04,88.7703179871
2013-03-05,66.8531042573
2013-03-06,39.4212719022
2013-03-07,42.4168022424
2013-03-08,28.4022149111
2013-03-11,13.7713037268
2013-03-12,30.7256955002
2013-03-13,51.988177081
2013-03-14,72.1954209137
2013-03-15,92.9665963858
2013-03-18,80.2829494287
2013-03-19,76.7940393933
2013-03-20,74.1795625289
2013-03-21,74.2000023717
2013-03-22,87.7484850253
2013-03-25,90.1930721526
2013-03-26,88.6450058672
2013-03-27,90.3445697488
2013-03-28,84.5957329006
2013-03-29,92.6339767658
2013-03-31,94.9431952608
2013-04-01,87.6316636239
2013-04-02,87.4487745026
2013-04-03,92.3029746004
2013-04-04,78.5626107841
2013-04-07,35.0071841888
2013-04-08,24.3111964699
2013-04-09,13.3064032492
2013-04-10,8.89658820489
2013-04-11,10.6864799069
2013-04-14,8.13309081838
2013-04-15,42.650743895
2013-04-16,50.7972660902
2013-04-17,68.1825457374
2013-04-18,57.9188551573
2013-04-21,79.7020781525
2013-04-22,99.2328486953
2013-04-23,106.732368894
2013-04-24,98.190968818
2013-04-25,74.0094675373
2013-04-28,52.775862522
2013-04-29,53.1678300009
2013-04-30,46.30500281
2013-05-01,43.9674877598
2013-05-02,53.1470720028
2013-05-05,55.4719065396
2013-05-06,69.6467587392
2013-05-07,76.3189457059
2013-05-08,67.3425603871
2013-05-09,62.5395079245
2013-05-12,68.9051860783
2013-05-13,56.7964029074
2013-05-14,67.4604291472
2013-05-15,75.6786678936
2013-05-16,75.0839122594
2013-05-19,86.3966360247
2013-05-20,91.1897839564
2013-05-21,88.4889676118
2013-05-22,92.6220374988
2013-05-23,88.4963966749
2013-05-26,91.4020060283
2013-05-27,85.0339170227
2013-05-28,79.1728818557
2013-05-29,92.9606146433
2013-05-30,80.6877595869
2013-06-02,63.1007057708
2013-06-03,74.4241672439
2013-06-04,79.4190358402
2013-06-05,82.6493013068
2013-06-06,82.5855566566
2013-06-09,70.4871414531
2013-06-10,54.908487175
2013-06-11,47.8344808075
2013-06-12,71.7394431973
2013-06-13,46.6374152688
2013-06-16,13.3713574608
2013-06-17,54.4370771265
2013-06-18,84.8939122179
2013-06-19,82.1142565806
2013-06-20,93.8127546981
2013-06-23,91.0688324966
2013-06-24,83.0271861155
2013-06-25,71.6009482643
2013-06-26,55.1564304322
2013-06-27,35.6228150153
2013-06-30,18.1203111553
2013-07-01,32.5628219782
2013-07-02,60.4395518982
2013-07-03,88.0956037067
2013-07-04,87.4545500313
2013-07-07,87.1648965257
2013-07-08,97.0222036786
2013-07-09,92.6588381184
2013-07-10,102.905329177
2013-07-11,84.8107689589
2013-07-14,80.9460993172
2013-07-15,36.0642189251
2013-07-16,50.301087126
2013-07-17,30.2591324865
2013-07-18,20.3558715101
2013-07-21,42.3245345677
2013-07-22,38.3745319697
2013-07-23,15.7632231
2013-07-24,42.7564751771
2013-07-25,59.7072453434
2013-07-28,83.9914538161
2013-07-29,98.1574584308
2013-07-30,96.4985991632
2013-07-31,89.5857470647
2013-08-01,97.8643419088
2013-08-04,88.794523527
2013-08-05,94.8721276891
2013-08-06,88.9661473355
2013-08-07,94.6259009698
2013-08-08,63.7749553665
2013-08-11,36.1822402538
2013-08-12,43.5475725636
2013-08-13,78.038298652
2013-08-14,77.037856802
2013-08-15,80.2296366997
2013-08-18,86.8266631936
2013-08-19,100.152042667
2013-08-20,93.6650304413
2013-08-21,101.080673216
2013-08-22,97.3786562524
2013-08-25,50.219112247
2013-08-26,39.8765065194
2013-08-27,26.4344263578
2013-08-28,4.29991526956
2013-08-29,3.87382692896
2013-09-01,21.1074046462
2013-09-02,27.6697472505
2013-09-03,21.2317191413
2013-09-04,24.8380519074
2013-09-05,20.0077235671
2013-09-08,12.2122267287
2013-09-09,4.40801362184
2013-09-10,4.97342141652
2013-09-11,1.97303245807
2013-09-12,1.72028876655
2013-09-15,7.58057474869
2013-09-16,12.9192318015
2013-09-17,6.96552573692
2013-09-18,3.62905895937
2013-09-19,15.2731056966
2013-09-22,18.9096525067
2013-09-23,16.2741157707
2013-09-24,14.4303568646
2013-09-25,24.0178420448
2013-09-26,34.3761385428
2013-09-29,32.9727384934
2013-09-30,29.5424953607
2013-10-01,21.8501898365
2013-10-02,10.7732586487
2013-10-03,27.4958436179
2013-10-06,38.2166791195
2013-10-07,12.76620497
2013-10-08,28.163030894
2013-10-09,36.2805981761
2013-10-10,30.9583556028
2013-10-13,22.6873930636
2013-10-14,29.680487613
2013-10-15,37.8140994186
2013-10-16,42.4720503176
2013-10-17,30.5579213744
2013-10-20,9.30129079195
2013-10-21,31.8492155798
2013-10-22,52.0706395573
2013-10-23,71.6378284868
2013-10-24,98.0667952306
2013-10-28,88.7944339106
2013-10-29,73.4768795525
2013-10-30,70.2813193337
2013-10-31,53.6236221219
2013-11-01,69.9368786499
2013-11-04,92.7016401505
2013-11-05,76.7689277939
2013-11-06,88.4583884991
2013-11-07,93.314950474
2013-11-08,88.6052807903
2013-11-11,87.0828596545
