Date,kdjd_9
2012-12-11,47.1783570887
2012-12-12,41.9420966099
2012-12-13,37.1794015843
2012-12-14,35.9015308113
2012-12-17,36.6924781122
2012-12-18,41.7973674592
2012-12-19,46.7666879975
2012-12-20,48.3268628073
2012-12-21,48.2163438306
2012-12-24,45.0570437598
2012-12-25,44.2110451797
2012-12-26,45.339211681
2012-12-27,44.1776120348
2012-12-28,41.3280571577
2012-12-31,39.1571122977
2013-01-01,38.5866539843
2013-01-02,37.9387769562
2013-01-03,37.3284779469
2013-01-04,37.5657099381
2013-01-07,36.4412903842
2013-01-08,36.7495975481
2013-01-09,40.8378628903
2013-01-10,47.8340181883
2013-01-11,50.918480939
2013-01-14,52.820513694
2013-01-15,54.8586440142
2013-01-16,49.6690748216
2013-01-17,51.2085313265
2013-01-18,54.6311434172
2013-01-21,55.6377328556
2013-01-22,58.0614309037
2013-01-23,61.1074988246
2013-01-24,62.0373254386
2013-01-25,59.4381425665
2013-01-28,57.647100887
2013-01-29,53.3728913074
2013-01-30,47.3486589345
2013-01-31,42.4167961683
2013-02-01,38.8190693515
2013-02-04,35.6650196618
2013-02-05,34.7328233742
2013-02-06,33.2852586505
2013-02-07,32.7474737361
2013-02-08,33.7141406831
2013-02-11,36.5320140651
2013-02-12,40.0857135893
2013-02-13,43.1986036229
2013-02-14,44.8470475541
2013-02-15,44.1106219837
2013-02-18,44.6079822931
2013-02-19,44.427718685
2013-02-20,44.7609825773
2013-02-21,46.5481234788
2013-02-22,51.9535924361
2013-02-25,57.6348922169
2013-02-26,64.2798805106
2013-02-27,69.7637118073
2013-02-28,72.5169888411
2013-03-01,74.4386964884
2013-03-04,76.4860709882
2013-03-05,75.1099328838
2013-03-06,70.0115527436
2013-03-07,66.0694455291
2013-03-08,60.6884125837
2013-03-11,53.9859684613
2013-03-12,50.663072324
2013-03-13,50.8523730036
2013-03-14,53.9013798479
2013-03-15,59.4821250676
2013-03-18,62.4536714049
2013-03-19,64.5022954032
2013-03-20,65.8847621355
2013-03-21,67.0726535978
2013-03-22,70.0263438017
2013-03-25,72.9073049947
2013-03-26,75.1555479765
2013-03-27,77.3254082297
2013-03-28,78.3640260398
2013-03-29,80.4025904292
