"Date","Price","Open","High","Low","Vol.","Change %"
"Aug 08, 2016","3,193.92","3,190.00","3,215.00","3,185.00","305.62K","-0.09"
"Aug 05, 2016","3,196.88","3,215.50","3,226.50","3,187.00","402.38K","-1.16"
"Aug 04, 2016","3,234.55","3,267.50","3,268.00","3,220.00","315.39K","-1.34"
"Aug 03, 2016","3,278.43","3,297.50","3,323.00","3,267.50","388.49K","-0.46"
"Aug 02, 2016","3,293.51","3,305.00","3,308.00","3,270.50","331.36K","-0.25"
"Aug 01, 2016","3,301.70","3,280.00","3,309.00","3,278.50","238.60K","1.94"
"Jul 29, 2016","3,239.00","3,290.00","3,291.00","3,236.00","37.17K","-1.66"
"Jul 28, 2016","3,293.59","3,272.00","3,300.00","3,264.00","336.36K","0.59"
"Jul 27, 2016","3,274.21","3,281.50","3,299.00","3,261.50","387.11K","-0.14"
"Jul 26, 2016","3,278.81","3,297.00","3,299.00","3,272.50","323.33K","-0.38"
"Jul 25, 2016","3,291.21","3,270.50","3,302.50","3,261.50","298.05K","0.19"
"Jul 22, 2016","3,284.92","3,285.00","3,304.50","3,261.00","350.93K","0.61"
"Jul 21, 2016","3,264.90","3,258.50","3,298.50","3,252.00","370.47K","0.00"
"Jul 20, 2016","3,264.90","3,265.00","3,274.50","3,250.00","320.45K","-0.35"
"Jul 19, 2016","3,276.45","3,281.00","3,297.00","3,260.00","309.81K","0.24"
"Jul 18, 2016","3,268.61","3,275.00","3,288.00","3,260.50","270.11K","-0.26"
"Jul 15, 2016","3,277.14","3,269.50","3,300.00","3,257.50","357.55K","0.23"
"Jul 14, 2016","3,269.77","3,263.00","3,276.50","3,233.00","327.84K","-0.88"
"Jul 13, 2016","3,298.87","3,318.50","3,326.50","3,281.50","348.63K","-0.24"
"Jul 12, 2016","3,306.68","3,310.00","3,319.50","3,284.50","354.65K","-0.54"
"Jul 11, 2016","3,324.56","3,326.00","3,340.00","3,313.00","280.49K","0.38"
"Jul 08, 2016","3,312.07","3,353.50","3,365.00","3,305.00","404.75K","-1.19"
"Jul 07, 2016","3,352.11","3,363.00","3,397.00","3,344.00","379.70K","0.00"
"Jul 06, 2016","3,352.11","3,341.50","3,368.00","3,338.00","406.53K","0.84"
"Jul 05, 2016","3,324.23","3,321.50","3,333.00","3,302.50","374.66K","1.21"
"Jul 04, 2016","3,284.60","3,263.00","3,299.00","3,260.50","174.50K","1.14"
"Jul 01, 2016","3,247.55","3,256.50","3,274.00","3,222.00","413.45K","1.18"
"Jun 30, 2016","3,209.80","3,238.00","3,247.00","3,205.50","28.91K","-1.09"
"Jun 29, 2016","3,245.14","3,267.00","3,279.00","3,221.00","397.39K","-1.88"
"Jun 28, 2016","3,307.46","3,360.50","3,364.50","3,301.00","353.94K","-2.80"
"Jun 27, 2016","3,402.57","3,399.00","3,420.50","3,378.50","331.45K","0.66"
"Jun 24, 2016","3,380.28","3,445.00","3,457.00","3,358.50","416.86K","0.65"
"Jun 23, 2016","3,358.49","3,358.00","3,382.00","3,345.00","294.90K","-0.80"
"Jun 22, 2016","3,385.44","3,414.00","3,418.00","3,376.00","331.05K","-0.51"
"Jun 21, 2016","3,402.79","3,393.00","3,426.00","3,365.00","377.98K","-0.08"
"Jun 20, 2016","3,405.57","3,400.00","3,417.00","3,385.00","308.78K","-0.98"
"Jun 17, 2016","3,439.22","3,466.00","3,474.00","3,426.50","282.79K","-1.28"
"Jun 16, 2016","3,483.91","3,498.00","3,523.50","3,475.00","401.13K","0.24"
"Jun 15, 2016","3,475.70","3,485.50","3,515.00","3,460.00","428.70K","-0.99"
"Jun 14, 2016","3,510.31","3,525.00","3,532.00","3,473.00","401.68K","0.51"
"Jun 13, 2016","3,492.39","3,441.00","3,507.00","3,433.00","344.68K","1.14"
"Jun 10, 2016","3,452.93","3,440.50","3,468.00","3,431.00","305.75K","1.05"
"Jun 09, 2016","3,417.19","3,398.00","3,427.50","3,383.00","327.16K","0.64"
"Jun 08, 2016","3,395.59","3,432.00","3,435.50","3,379.00","349.06K","-2.23"
"Jun 07, 2016","3,473.02","3,509.50","3,539.50","3,465.00","322.87K","-1.38"
"Jun 06, 2016","3,521.47","3,554.00","3,557.50","3,512.00","235.11K","-1.02"
"Jun 03, 2016","3,557.67","3,625.00","3,628.50","3,552.50","296.38K","-1.71"
"Jun 02, 2016","3,619.70","3,630.50","3,643.50","3,610.00","309.11K","-0.23"
"Jun 01, 2016","3,628.22","3,650.50","3,668.50","3,618.50","299.55K","0.92"
"May 31, 2016","3,595.10","3,564.00","3,597.00","3,555.00","19.89K","0.40"
"May 30, 2016","3,580.93","3,605.50","3,617.00","3,567.00","139.42K","-0.91"
"May 27, 2016","3,613.70","3,599.00","3,631.00","3,597.00","252.67K","0.39"
"May 25, 2016","3,599.80","3,565.00","3,628.00","3,555.50","377.52K","0.32"
"May 24, 2016","3,588.22","3,570.00","3,595.50","3,548.50","307.70K","0.35"
"May 23, 2016","3,575.56","3,567.50","3,597.00","3,552.50","312.76K","1.16"
"May 20, 2016","3,534.45","3,566.00","3,570.00","3,526.00","264.20K","-1.51"
"May 19, 2016","3,588.51","3,581.00","3,630.00","3,569.50","344.16K","0.80"
"May 18, 2016","3,559.94","3,544.50","3,582.50","3,532.50","357.03K","1.49"
"May 17, 2016","3,507.82","3,503.00","3,542.00","3,496.00","305.93K","-0.18"
"May 16, 2016","3,513.97","3,543.50","3,551.50","3,511.00","223.07K","-0.54"
"May 13, 2016","3,533.08","3,505.00","3,555.00","3,485.50","317.34K","1.21"
"May 12, 2016","3,490.75","3,455.50","3,525.00","3,451.50","336.64K","0.74"
"May 11, 2016","3,465.02","3,501.50","3,504.00","3,461.00","288.51K","-0.80"
"May 10, 2016","3,493.04","3,529.00","3,533.00","3,485.50","255.14K","-1.42"
"May 09, 2016","3,543.47","3,520.00","3,697.00","3,516.50","343.30K","0.50"
"May 06, 2016","3,525.70","3,576.50","3,599.00","3,520.50","305.60K","-1.15"
"May 05, 2016","3,566.66","3,551.00","3,579.00","3,536.50","265.51K","0.03"
"May 04, 2016","3,565.44","3,598.50","3,602.50","3,556.50","283.16K","-0.91"
"May 03, 2016","3,598.34","3,570.00","3,611.00","3,558.50","304.85K","2.30"
"May 02, 2016","3,517.59","3,490.00","3,540.00","3,484.00","287.57K","1.94"
"Apr 29, 2016","3,450.80","3,501.00","3,503.00","3,435.50","26.91K","-1.08"
"Apr 28, 2016","3,488.33","3,523.00","3,525.00","3,483.50","243.46K","-0.99"
"Apr 27, 2016","3,523.07","3,525.50","3,559.50","3,515.00","334.83K","-0.18"
"Apr 26, 2016","3,529.40","3,550.00","3,553.00","3,523.00","206.10K","-0.74"
"Apr 25, 2016","3,555.64","3,566.50","3,577.00","3,547.00","237.66K","-0.71"
"Apr 22, 2016","3,581.19","3,562.50","3,608.00","3,562.00","222.61K","1.24"
"Apr 20, 2016","3,537.43","3,550.50","3,576.50","3,533.50","262.21K","-0.35"
"Apr 19, 2016","3,549.71","3,593.50","3,599.00","3,535.50","321.65K","-1.06"
"Apr 18, 2016","3,587.78","3,489.50","3,633.50","3,484.00","381.87K","1.20"
"Apr 15, 2016","3,545.14","3,490.50","3,574.50","3,485.00","405.37K","1.72"
"Apr 14, 2016","3,485.20","3,535.00","3,549.00","3,468.50","389.50K","-0.58"
"Apr 13, 2016","3,505.67","3,524.00","3,581.00","3,489.50","482.38K","-0.79"
"Apr 12, 2016","3,533.69","3,514.00","3,582.00","3,498.00","495.89K","0.32"
"Apr 11, 2016","3,522.49","3,605.00","3,611.00","3,507.50","409.80K","-3.13"
"Apr 08, 2016","3,636.38","3,681.50","3,694.00","3,608.50","305.66K","-2.26"
"Apr 07, 2016","3,720.32","3,688.00","3,745.00","3,672.50","413.13K","1.19"
"Apr 06, 2016","3,676.71","3,726.00","3,736.00","3,660.00","391.79K","-0.48"
"Apr 05, 2016","3,694.41","3,673.50","3,714.00","3,653.00","364.26K","1.80"
"Apr 04, 2016","3,629.21","3,596.00","3,656.50","3,572.50","304.22K","1.09"
"Apr 01, 2016","3,590.08","3,629.00","3,648.50","3,563.00","397.30K","0.88"
"Mar 31, 2016","3,558.90","3,622.00","3,640.00","3,554.50","20.09K","-1.76"
"Mar 30, 2016","3,622.61","3,639.00","3,652.00","3,599.00","314.30K","-0.57"
"Mar 29, 2016","3,643.42","3,646.00","3,679.00","3,634.00","299.80K","0.28"
"Mar 28, 2016","3,633.30","3,668.00","3,678.00","3,625.00","227.07K","-1.72"
"Mar 24, 2016","3,697.03","3,708.00","3,726.50","3,683.00","287.39K","0.49"
"Mar 23, 2016","3,678.82","3,619.00","3,692.50","3,612.00","339.33K","2.45"
"Mar 22, 2016","3,590.91","3,655.00","3,659.50","3,582.00","325.23K","-0.56"
"Mar 21, 2016","3,611.13","3,635.00","3,657.00","3,607.50","293.72K","0.22"
"Mar 18, 2016","3,603.23","3,657.50","3,685.50","3,581.50","349.27K","-1.23"
"Mar 17, 2016","3,648.20","3,665.00","3,700.00","3,613.50","363.81K","-3.28"
"Mar 16, 2016","3,771.85","3,796.50","3,867.00","3,745.50","504.29K","-0.22"
"Mar 15, 2016","3,780.34","3,732.00","3,797.00","3,690.50","481.25K","4.03"
"Mar 14, 2016","3,634.02","3,613.50","3,681.50","3,594.50","341.71K","0.15"
"Mar 11, 2016","3,628.52","3,625.00","3,685.00","3,590.00","390.58K","-1.02"
"Mar 10, 2016","3,665.73","3,691.50","3,727.50","3,626.50","514.58K","-1.44"
"Mar 09, 2016","3,719.14","3,763.50","3,770.00","3,700.00","326.50K","-1.53"
"Mar 08, 2016","3,776.79","3,815.00","3,823.50","3,753.00","355.07K","-0.94"
"Mar 07, 2016","3,812.78","3,790.00","3,820.50","3,758.50","341.28K","0.96"
"Mar 04, 2016","3,776.59","3,717.50","3,804.00","3,681.50","541.60K","-1.26"
"Mar 03, 2016","3,824.82","3,912.00","3,912.50","3,805.50","389.96K","-2.56"
"Mar 02, 2016","3,925.43","3,965.00","3,972.50","3,914.50","330.27K","-1.12"
"Mar 01, 2016","3,969.86","4,030.50","4,050.00","3,956.00","335.14K","-0.24"
"Feb 29, 2016","3,979.60","3,994.50","3,999.00","3,968.00","11.92K","-0.33"
"Feb 26, 2016","3,992.69","3,956.00","4,019.00","3,931.50","332.55K","1.23"
"Feb 25, 2016","3,944.28","3,942.50","3,969.00","3,925.50","322.02K","-0.76"
"Feb 24, 2016","3,974.41","3,987.00","4,014.00","3,952.00","332.39K","0.14"
"Feb 23, 2016","3,968.66","3,954.00","3,988.00","3,946.00","288.51K","0.21"
"Feb 22, 2016","3,960.24","4,005.00","4,013.00","3,941.00","296.21K","-2.31"
"Feb 19, 2016","4,053.97","4,055.00","4,078.00","4,025.50","313.28K","0.02"
"Feb 18, 2016","4,052.97","3,990.00","4,067.50","3,985.50","349.02K","1.47"
"Feb 17, 2016","3,994.21","4,076.00","4,081.50","3,981.50","412.07K","-1.89"
"Feb 16, 2016","4,071.16","4,008.00","4,094.50","4,005.00","348.36K","1.48"
"Feb 15, 2016","4,011.91","3,997.50","4,022.00","3,994.50","163.55K","0.22"
"Feb 12, 2016","4,003.18","4,006.50","4,026.00","3,983.50","380.01K","0.15"
"Feb 11, 2016","3,997.06","3,965.00","4,034.50","3,958.00","365.16K","1.22"
"Feb 10, 2016","3,948.95","3,920.00","3,971.00","3,919.50","188.34K","0.52"
"Feb 05, 2016","3,928.40","3,915.00","3,953.00","3,885.00","318.72K","0.48"
"Feb 04, 2016","3,909.65","3,903.00","3,931.50","3,871.00","361.58K","-1.00"
"Feb 03, 2016","3,949.00","4,020.00","4,023.00","3,920.00","366.86K","-1.81"
"Feb 02, 2016","4,021.88","4,014.00","4,049.50","4,000.00","337.68K","0.23"
"Feb 01, 2016","4,012.74","4,055.50","4,060.00","3,979.00","333.39K","-0.74"
"Jan 29, 2016","4,042.80","4,056.00","4,096.50","4,040.50","20.10K","-0.88"
"Jan 28, 2016","4,078.80","4,089.00","4,124.00","4,036.00","350.99K","0.22"
"Jan 27, 2016","4,069.92","4,062.00","4,119.50","4,033.00","289.52K","0.09"
"Jan 26, 2016","4,066.10","4,120.00","4,128.50","4,053.00","230.99K","-1.34"
"Jan 22, 2016","4,121.22","4,146.00","4,147.00","4,102.00","220.65K","-0.86"
"Jan 21, 2016","4,156.98","4,156.00","4,183.50","4,135.50","325.26K","0.51"
"Jan 20, 2016","4,135.77","4,100.00","4,142.50","4,082.50","270.73K","1.91"
"Jan 19, 2016","4,058.08","4,021.50","4,079.50","4,014.00","225.23K","0.28"
"Jan 18, 2016","4,046.66","4,048.00","4,070.00","4,031.50","137.48K","-0.49"
"Jan 15, 2016","4,066.63","4,056.00","4,081.00","4,039.00","242.98K","1.19"
"Jan 14, 2016","4,018.93","4,041.50","4,059.50","4,007.50","247.30K","0.17"
"Jan 13, 2016","4,012.17","4,028.00","4,045.00","3,990.50","228.88K","-1.27"
"Jan 12, 2016","4,063.86","4,065.00","4,083.50","4,041.50","217.98K","-0.18"
"Jan 11, 2016","4,071.03","4,049.00","4,091.50","4,027.50","212.36K","0.25"
"Jan 08, 2016","4,060.99","4,052.00","4,083.00","4,033.00","227.62K","-0.37"
"Jan 07, 2016","4,076.07","4,090.00","4,103.50","4,054.50","231.48K","0.74"
"Jan 06, 2016","4,046.29","4,084.00","4,090.00","4,036.00","213.23K","-0.03"
"Jan 05, 2016","4,047.52","4,083.50","4,092.00","4,022.50","218.25K","-0.97"
"Jan 04, 2016","4,087.10","4,040.00","4,104.00","4,032.00","206.24K","4.67"
"Dec 30, 2015","3,904.80","3,863.00","3,906.00","3,846.50","26.43K","0.41"
"Dec 29, 2015","3,889.04","3,865.50","3,895.00","3,843.00","168.22K","0.64"
"Dec 28, 2015","3,864.12","3,965.00","3,969.00","3,860.00","172.61K","-2.66"
"Dec 23, 2015","3,969.89","4,000.00","4,004.00","3,948.50","144.24K","-0.99"
"Dec 22, 2015","4,009.55","4,008.50","4,027.00","3,981.50","207.75K","-0.52"
"Dec 21, 2015","4,030.38","4,000.50","4,052.50","3,974.50","225.61K","1.99"
"Dec 18, 2015","3,951.66","3,932.00","4,000.00","3,891.00","278.63K","0.95"
"Dec 17, 2015","3,914.32","3,914.00","3,934.00","3,875.00","271.35K","-0.75"
"Dec 16, 2015","3,943.87","3,930.00","3,982.50","3,894.50","314.36K","0.76"
"Dec 15, 2015","3,913.93","3,890.50","3,929.00","3,868.00","258.55K","0.22"
"Dec 14, 2015","3,905.45","3,885.00","3,944.50","3,878.00","242.82K","0.04"
"Dec 11, 2015","3,904.06","3,859.00","3,909.50","3,848.00","296.63K","2.20"
"Dec 10, 2015","3,820.11","3,774.00","3,839.00","3,768.50","248.85K","1.85"
"Dec 09, 2015","3,750.84","3,796.00","3,811.00","3,740.00","270.74K","-2.34"
"Dec 08, 2015","3,840.82","3,798.50","3,847.00","3,771.50","262.60K","1.28"
"Dec 07, 2015","3,792.29","3,800.00","3,807.00","3,758.50","191.98K","0.26"
"Dec 04, 2015","3,782.41","3,797.50","3,820.00","3,755.00","229.71K","0.20"
"Dec 03, 2015","3,774.77","3,830.00","3,870.00","3,766.00","275.97K","-2.70"
"Dec 02, 2015","3,879.53","3,905.00","3,911.00","3,857.00","245.53K","-0.42"
"Dec 01, 2015","3,896.08","3,893.50","3,939.50","3,860.00","241.61K","1.18"
"Nov 30, 2015","3,850.60","3,891.00","3,915.00","3,840.00","16.20K","1.53"
"Nov 27, 2015","3,792.53","3,767.00","3,850.00","3,718.50","210.28K","0.99"
"Nov 26, 2015","3,755.35","3,755.00","3,773.00","3,737.00","112.85K","0.06"
"Nov 25, 2015","3,752.97","3,746.00","3,809.50","3,735.00","226.57K","1.28"
"Nov 24, 2015","3,705.47","3,738.50","3,750.00","3,698.50","168.28K","-0.80"
"Nov 23, 2015","3,735.53","3,728.50","3,749.00","3,713.50","169.51K","-0.30"
"Nov 19, 2015","3,746.94","3,761.00","3,774.50","3,726.50","202.87K","-1.41"
"Nov 18, 2015","3,800.43","3,823.50","3,826.50","3,777.50","190.23K","-0.70"
"Nov 17, 2015","3,827.30","3,830.00","3,841.50","3,803.00","175.24K","-0.43"
"Nov 16, 2015","3,844.02","3,864.00","3,878.50","3,831.00","175.72K","-0.16"
"Nov 13, 2015","3,850.07","3,802.50","3,870.00","3,792.50","234.17K","1.30"
"Nov 12, 2015","3,800.59","3,772.50","3,848.00","3,762.50","203.73K","-1.13"
"Nov 11, 2015","3,844.02","3,772.00","3,810.50","3,729.00","228.19K","0.79"
"Nov 10, 2015","3,813.96","3,825.00","3,847.00","3,757.00","188.84K","0.02"
"Nov 09, 2015","3,813.17","3,805.00","3,830.00","3,792.00","176.99K","0.16"
"Nov 06, 2015","3,807.18","3,816.00","3,869.50","3,779.00","223.04K","0.17"
"Nov 05, 2015","3,800.76","3,833.00","3,845.00","3,794.50","204.80K","-0.70"
"Nov 04, 2015","3,827.48","3,803.00","3,846.50","3,777.50","263.88K","1.18"
"Nov 03, 2015","3,782.71","3,880.50","3,890.50","3,775.00","239.06K","-1.97"
"Oct 30, 2015","3,858.90","3,834.00","3,882.00","3,828.00","16.14K","-0.11"
"Oct 29, 2015","3,863.33","3,915.00","3,957.00","3,845.50","229.27K","-0.29"
"Oct 28, 2015","3,874.58","3,883.50","3,940.00","3,859.00","262.22K","-0.96"
"Oct 27, 2015","3,912.13","3,933.50","3,938.50","3,891.50","268.10K","0.02"
"Oct 26, 2015","3,911.39","3,880.00","3,931.50","3,833.50","238.35K","0.12"
"Oct 23, 2015","3,906.87","3,920.50","3,939.00","3,876.00","252.90K","-0.75"
"Oct 22, 2015","3,936.34","3,945.50","3,976.00","3,916.50","250.74K","-0.44"
"Oct 21, 2015","3,953.54","3,952.00","3,978.50","3,932.00","191.78K","0.75"
"Oct 20, 2015","3,924.07","3,900.50","3,931.50","3,863.50","215.93K","0.19"
"Oct 19, 2015","3,916.66","3,895.00","3,943.00","3,880.50","223.32K","1.74"
"Oct 16, 2015","3,849.60","3,869.50","3,974.00","3,830.00","287.25K","0.47"
"Oct 15, 2015","3,831.52","3,807.00","3,898.50","3,802.00","285.98K","-0.86"
"Oct 14, 2015","3,864.67","3,902.50","3,919.00","3,830.50","236.84K","-0.65"
"Oct 13, 2015","3,890.09","3,850.00","3,926.00","3,815.00","236.59K","2.95"
"Oct 09, 2015","3,778.45","3,795.00","3,821.00","3,751.00","248.87K","-1.68"
"Oct 08, 2015","3,843.01","3,934.50","3,938.00","3,807.50","278.77K","-1.63"
"Oct 07, 2015","3,906.66","3,870.00","3,923.50","3,818.50","272.65K","0.52"
"Oct 06, 2015","3,886.41","3,965.00","3,975.00","3,858.50","236.64K","-1.35"
"Oct 05, 2015","3,939.71","3,958.00","3,987.00","3,923.50","207.17K","-1.22"
"Oct 02, 2015","3,988.41","4,024.00","4,082.50","3,964.00","250.80K","-1.05"
"Oct 01, 2015","4,030.73","3,983.50","4,059.50","3,973.50","260.72K","1.46"
"Sep 30, 2015","3,972.90","4,000.00","4,033.50","3,970.50","20.15K","-1.55"
"Sep 29, 2015","4,035.55","4,092.00","4,156.00","4,015.00","334.52K","-0.50"
"Sep 28, 2015","4,056.01","4,000.50","4,117.50","3,986.50","276.62K","2.13"
"Sep 25, 2015","3,971.33","3,918.00","4,014.50","3,889.00","281.30K","-2.59"
"Sep 24, 2015","4,077.00","4,224.50","4,257.00","3,945.50","404.09K","-1.66"
"Sep 23, 2015","4,145.95","4,044.00","4,198.50","4,025.50","311.95K","1.91"
"Sep 22, 2015","4,068.17","4,023.00","4,079.00","4,018.00","252.27K","2.28"
"Sep 21, 2015","3,977.60","3,940.00","4,013.00","3,937.00","244.68K","0.64"
"Sep 18, 2015","3,952.34","3,881.50","3,977.00","3,877.50","257.02K","2.42"
"Sep 17, 2015","3,858.97","3,880.00","3,925.50","3,851.00","248.84K","0.07"
"Sep 16, 2015","3,856.31","3,886.00","3,889.50","3,838.00","183.49K","-0.86"
"Sep 15, 2015","3,889.65","3,849.00","3,904.50","3,844.50","191.55K","0.85"
"Sep 14, 2015","3,856.94","3,890.00","3,916.00","3,829.00","253.15K","-1.30"
"Sep 11, 2015","3,907.89","3,872.50","3,919.00","3,845.50","208.57K","0.56"
"Sep 10, 2015","3,885.99","3,932.00","3,940.50","3,856.00","233.48K","1.45"
"Sep 09, 2015","3,830.58","3,847.50","3,848.00","3,795.50","191.56K","-0.44"
"Sep 08, 2015","3,847.60","3,836.50","3,858.50","3,809.00","168.05K","-0.75"
"Sep 04, 2015","3,876.54","3,789.00","3,894.00","3,781.50","220.21K","2.61"
"Sep 03, 2015","3,777.87","3,815.00","3,850.00","3,768.00","291.92K","-0.54"
"Sep 02, 2015","3,798.45","3,743.50","3,808.00","3,729.50","239.41K","1.75"
"Sep 01, 2015","3,733.27","3,687.00","3,742.00","3,675.50","220.51K","2.37"
"Aug 31, 2015","3,646.70","3,604.00","3,675.50","3,603.00","23.70K","1.74"
"Aug 28, 2015","3,584.18","3,578.00","3,602.00","3,545.50","202.65K","0.63"
"Aug 27, 2015","3,561.60","3,582.00","3,601.00","3,545.00","219.76K","-1.55"
"Aug 26, 2015","3,617.59","3,612.00","3,661.50","3,593.00","221.02K","0.76"
"Aug 25, 2015","3,590.23","3,531.50","3,624.50","3,523.50","193.39K","0.76"
"Aug 24, 2015","3,563.28","3,561.00","3,588.50","3,537.00","245.99K","1.71"
"Aug 21, 2015","3,503.49","3,475.00","3,518.50","3,469.00","186.23K","1.02"
"Aug 20, 2015","3,467.95","3,527.50","3,531.50","3,460.50","168.43K","-1.04"
"Aug 19, 2015","3,504.34","3,486.50","3,528.50","3,473.00","206.30K","0.71"
"Aug 18, 2015","3,479.70","3,507.50","3,519.00","3,470.50","144.27K","-0.56"
"Aug 17, 2015","3,499.35","3,518.50","3,523.00","3,478.50","140.03K","0.03"
"Aug 14, 2015","3,498.30","3,533.00","3,537.50","3,479.50","169.41K","-0.90"
"Aug 13, 2015","3,530.07","3,500.50","3,549.50","3,500.50","181.46K","0.85"
"Aug 12, 2015","3,500.39","3,486.00","3,526.50","3,468.50","195.27K","-0.81"
"Aug 11, 2015","3,528.89","3,480.00","3,543.50","3,470.50","195.56K","1.35"
"Aug 10, 2015","3,481.91","3,552.00","3,553.00","3,457.00","191.25K","-1.59"
"Aug 07, 2015","3,538.23","3,531.00","3,595.00","3,518.00","231.68K","-1.00"
"Aug 06, 2015","3,574.12","3,527.50","3,599.00","3,521.00","253.22K","1.47"
"Aug 05, 2015","3,522.45","3,511.50","3,529.00","3,482.00","161.02K","0.62"
"Aug 04, 2015","3,500.64","3,469.00","3,519.50","3,461.50","213.36K","0.34"
"Aug 03, 2015","3,488.64","3,486.50","3,495.00","3,465.50","137.27K","2.79"
"Jul 31, 2015","3,394.00","3,389.00","3,397.00","3,337.50","27.78K","0.41"
"Jul 30, 2015","3,380.23","3,351.00","3,386.50","3,342.50","173.49K","1.62"
"Jul 29, 2015","3,326.33","3,351.50","3,374.50","3,317.00","201.94K","-1.77"
"Jul 28, 2015","3,386.11","3,353.00","3,451.50","3,348.50","235.00K","0.46"
"Jul 27, 2015","3,370.70","3,376.00","3,388.50","3,353.00","147.98K","0.25"
"Jul 24, 2015","3,362.44","3,332.00","3,365.00","3,318.50","177.16K","1.91"
"Jul 23, 2015","3,299.32","3,259.00","3,308.50","3,257.00","199.15K","1.97"
"Jul 22, 2015","3,235.61","3,205.00","3,246.00","3,196.00","135.44K","1.73"
"Jul 21, 2015","3,180.71","3,201.50","3,213.50","3,176.00","128.05K","-0.95"
"Jul 20, 2015","3,211.18","3,214.00","3,238.50","3,203.50","126.87K","0.09"
"Jul 17, 2015","3,208.37","3,170.00","3,218.50","3,168.00","130.34K","1.33"
"Jul 16, 2015","3,166.26","3,165.00","3,179.00","3,145.50","127.77K","0.33"
"Jul 15, 2015","3,155.84","3,157.50","3,183.50","3,147.50","125.23K","0.12"
"Jul 14, 2015","3,152.18","3,150.00","3,163.00","3,135.00","102.91K","-0.14"
"Jul 13, 2015","3,156.57","3,189.00","3,200.00","3,151.50","114.62K","-0.92"
"Jul 10, 2015","3,186.03","3,218.00","3,226.50","3,181.00","115.46K","-1.91"
"Jul 08, 2015","3,248.15","3,218.00","3,270.00","3,215.50","138.50K","0.82"
"Jul 07, 2015","3,221.79","3,183.00","3,229.00","3,182.50","136.71K","1.34"
"Jul 06, 2015","3,179.05","3,181.50","3,185.00","3,159.50","96.87K","0.39"
"Jul 03, 2015","3,166.75","3,143.50","3,174.00","3,138.50","69.30K","1.02"
"Jul 02, 2015","3,134.92","3,188.50","3,191.00","3,126.00","108.53K","-1.23"
"Jul 01, 2015","3,173.88","3,140.00","3,185.00","3,133.00","105.15K","2.30"
"Jun 30, 2015","3,102.60","3,126.50","3,126.50","3,086.50","10.83K","-0.48"
"Jun 29, 2015","3,117.72","3,148.00","3,154.00","3,107.50","127.81K","-0.33"
"Jun 26, 2015","3,127.97","3,145.50","3,147.50","3,121.00","109.33K","0.19"
"Jun 25, 2015","3,121.93","3,102.00","3,138.00","3,086.50","154.35K","0.58"
"Jun 24, 2015","3,104.00","3,077.50","3,109.00","3,070.50","109.22K","0.31"
"Jun 23, 2015","3,094.52","3,100.50","3,123.50","3,081.00","121.92K","-0.02"
"Jun 22, 2015","3,095.22","3,106.00","3,109.00","3,076.50","94.61K","-0.39"
"Jun 19, 2015","3,107.24","3,084.00","3,114.00","3,067.00","105.03K","1.29"
"Jun 18, 2015","3,067.62","3,065.00","3,077.00","3,043.00","116.35K","-0.34"
"Jun 17, 2015","3,078.12","3,111.00","3,119.00","3,064.50","139.80K","-0.82"
"Jun 16, 2015","3,103.48","3,150.00","3,156.50","3,102.00","101.62K","-1.28"
"Jun 15, 2015","3,143.69","3,149.00","3,155.50","3,112.00","97.26K","0.33"
"Jun 12, 2015","3,133.28","3,123.50","3,148.00","3,111.50","110.94K","0.25"
"Jun 11, 2015","3,125.39","3,175.00","3,191.00","3,106.00","143.49K","-0.31"
"Jun 10, 2015","3,135.23","3,099.50","3,141.00","3,085.00","121.75K","0.31"
"Jun 09, 2015","3,125.55","3,133.00","3,141.00","3,114.50","96.74K","-0.55"
"Jun 08, 2015","3,142.95","3,167.00","3,167.50","3,133.00","98.74K","-1.18"
"Jun 05, 2015","3,180.33","3,174.50","3,215.00","3,126.50","122.57K","0.47"
"Jun 03, 2015","3,165.57","3,165.00","3,175.00","3,133.00","116.97K","0.07"
"Jun 02, 2015","3,163.36","3,182.50","3,190.50","3,157.00","106.24K","-1.65"
"Jun 01, 2015","3,216.28","3,229.50","3,245.50","3,191.00","101.24K","1.18"
"May 29, 2015","3,178.80","3,158.00","3,182.00","3,138.50","8.59K","0.38"
"May 28, 2015","3,166.68","3,158.00","3,192.50","3,151.50","149.46K","0.58"
"May 27, 2015","3,148.48","3,155.50","3,188.50","3,142.00","114.04K","-0.17"
"May 26, 2015","3,153.73","3,122.00","3,161.00","3,117.00","102.58K","1.52"
"May 25, 2015","3,106.47","3,118.00","3,139.50","3,102.00","55.77K","0.35"
"May 22, 2015","3,095.64","3,045.50","3,105.50","3,039.50","97.86K","1.75"
"May 21, 2015","3,042.41","3,014.00","3,054.50","3,008.00","96.70K","0.88"
"May 20, 2015","3,015.74","3,053.50","3,056.00","3,009.00","119.45K","-0.68"
"May 19, 2015","3,036.41","3,029.50","3,057.00","3,015.50","110.95K","-0.03"
"May 18, 2015","3,037.33","3,020.00","3,042.50","3,008.00","91.85K","1.10"
"May 15, 2015","3,004.26","3,020.00","3,030.00","2,985.00","102.07K","-0.43"
"May 14, 2015","3,017.23","3,058.00","3,059.50","3,006.00","120.11K","-1.29"
"May 13, 2015","3,056.81","3,029.00","3,061.50","3,000.00","126.48K","0.45"
